Exercice_number,Category_number,Used_pattern
798,0,"[1, 4, 6, 5, 7, 10, 12]"
798,1,"[1, 2, 5]"
798,2,"[8, 6, 3, 13]"
798,3,[4]
798,4,[7]
798,5,"[2, 4]"
798,6,"[2, 8]"
799,0,"[2, 4, 5, 6, 7, 9, 11]"
799,1,"[3, 5, 4]"
799,2,"[5, 6, 1, 10]"
799,3,[3]
799,4,[7]
799,5,"[4, 3]"
799,6,"[16, 15]"
800,0,"[1, 2, 5, 6, 7, 10, 12]"
800,1,"[4, 1, 6]"
800,2,"[6, 4, 8, 10]"
800,3,[3]
800,4,[6]
800,5,"[5, 2]"
800,6,"[11, 6]"
801,0,"[3, 1, 6, 5, 7, 9, 11]"
801,1,"[2, 3, 5]"
801,2,"[3, 1, 2, 9]"
801,3,[1]
801,4,[1]
801,5,"[1, 3]"
801,6,"[5, 10]"
802,0,"[3, 4, 5, 6, 8, 9, 11]"
802,1,"[2, 5, 1]"
802,2,"[3, 6, 7, 10]"
802,3,[2]
802,4,[4]
802,5,"[1, 3]"
802,6,"[15, 10]"
803,0,"[3, 4, 6, 5, 7, 9, 11]"
803,1,"[4, 3, 5]"
803,2,"[8, 3, 1, 9]"
803,3,[4]
803,4,[3]
803,5,"[3, 4]"
803,6,"[7, 9]"
804,0,"[1, 4, 5, 6, 8, 10, 12]"
804,1,"[2, 1, 5]"
804,2,"[5, 4, 2, 13]"
804,3,[4]
804,4,[5]
804,5,"[3, 2]"
804,6,"[16, 1]"
805,0,"[2, 4, 5, 6, 7, 9, 11]"
805,1,"[4, 6, 5]"
805,2,"[4, 3, 1, 12]"
805,3,[4]
805,4,[3]
805,5,"[1, 2]"
805,6,"[8, 21]"
806,0,"[2, 1, 5, 6, 7, 9, 11]"
806,1,"[1, 3, 5]"
806,2,"[2, 6, 7, 13]"
806,3,[1]
806,4,[1]
806,5,"[4, 3]"
806,6,"[16, 5]"
807,0,"[1, 4, 6, 5, 7, 10, 11]"
807,1,"[4, 5, 2]"
807,2,"[1, 4, 2, 12]"
807,3,[4]
807,4,[6]
807,5,"[1, 3]"
807,6,"[15, 6]"
808,0,"[2, 4, 6, 5, 8, 9, 11]"
808,1,"[6, 2, 4]"
808,2,"[3, 1, 8, 10]"
808,3,[1]
808,4,[4]
808,5,"[1, 2]"
808,6,"[10, 11]"
809,0,"[1, 4, 6, 5, 7, 10, 11]"
809,1,"[5, 2, 4]"
809,2,"[5, 6, 2, 11]"
809,3,[1]
809,4,[7]
809,5,"[3, 4]"
809,6,"[7, 20]"
810,0,"[3, 1, 5, 6, 8, 10, 12]"
810,1,"[2, 5, 1]"
810,2,"[7, 8, 5, 12]"
810,3,[1]
810,4,[7]
810,5,"[4, 3]"
810,6,"[1, 16]"
811,0,"[2, 4, 6, 5, 7, 10, 12]"
811,1,"[6, 2, 1]"
811,2,"[2, 5, 4, 9]"
811,3,[2]
811,4,[1]
811,5,"[3, 1]"
811,6,"[5, 21]"
812,0,"[2, 3, 6, 5, 8, 9, 11]"
812,1,"[2, 3, 6]"
812,2,"[5, 6, 7, 11]"
812,3,[1]
812,4,[7]
812,5,"[4, 1]"
812,6,"[20, 1]"
813,0,"[1, 3, 5, 6, 7, 9, 11]"
813,1,"[2, 4, 5]"
813,2,"[6, 3, 8, 10]"
813,3,[2]
813,4,[3]
813,5,"[3, 4]"
813,6,"[1, 2]"
814,0,"[4, 1, 5, 6, 8, 9, 12]"
814,1,"[3, 5, 6]"
814,2,"[6, 3, 5, 13]"
814,3,[3]
814,4,[3]
814,5,"[4, 5]"
814,6,"[8, 9]"
815,0,"[3, 4, 6, 5, 7, 9, 12]"
815,1,"[2, 3, 4]"
815,2,"[5, 8, 6, 10]"
815,3,[3]
815,4,[6]
815,5,"[1, 3]"
815,6,"[5, 9]"
816,0,"[3, 2, 5, 6, 8, 10, 12]"
816,1,"[3, 2, 4]"
816,2,"[7, 8, 2, 10]"
816,3,[3]
816,4,[1]
816,5,"[2, 3]"
816,6,"[7, 1]"
817,0,"[1, 2, 6, 5, 7, 10, 12]"
817,1,"[6, 4, 3]"
817,2,"[3, 1, 4, 10]"
817,3,[2]
817,4,[4]
817,5,"[5, 2]"
817,6,"[11, 9]"
818,0,"[4, 2, 5, 6, 8, 9, 12]"
818,1,"[1, 6, 2]"
818,2,"[5, 2, 3, 13]"
818,3,[3]
818,4,[2]
818,5,"[2, 3]"
818,6,"[1, 16]"
819,0,"[4, 3, 6, 5, 8, 10, 12]"
819,1,"[4, 6, 5]"
819,2,"[4, 7, 1, 13]"
819,3,[2]
819,4,[3]
819,5,"[3, 5]"
819,6,"[20, 5]"
820,0,"[3, 1, 6, 5, 8, 9, 12]"
820,1,"[4, 3, 2]"
820,2,"[1, 7, 8, 12]"
820,3,[4]
820,4,[1]
820,5,"[2, 1]"
820,6,"[5, 1]"
821,0,"[3, 2, 5, 6, 8, 10, 11]"
821,1,"[5, 4, 3]"
821,2,"[6, 5, 8, 9]"
821,3,[1]
821,4,[6]
821,5,"[4, 3]"
821,6,"[10, 1]"
822,0,"[2, 4, 6, 5, 8, 10, 12]"
822,1,"[3, 6, 1]"
822,2,"[5, 2, 4, 10]"
822,3,[2]
822,4,[3]
822,5,"[2, 3]"
822,6,"[5, 11]"
823,0,"[3, 1, 5, 6, 7, 10, 12]"
823,1,"[6, 1, 4]"
823,2,"[4, 8, 7, 12]"
823,3,[3]
823,4,[3]
823,5,"[2, 1]"
823,6,"[5, 8]"
824,0,"[1, 2, 5, 6, 8, 9, 12]"
824,1,"[2, 1, 4]"
824,2,"[7, 2, 5, 9]"
824,3,[3]
824,4,[2]
824,5,"[1, 2]"
824,6,"[8, 9]"
825,0,"[1, 2, 5, 6, 8, 9, 11]"
825,1,"[3, 4, 2]"
825,2,"[3, 7, 2, 9]"
825,3,[2]
825,4,[6]
825,5,"[4, 3]"
825,6,"[8, 7]"
826,0,"[4, 3, 6, 5, 7, 10, 11]"
826,1,"[2, 1, 4]"
826,2,"[4, 3, 2, 10]"
826,3,[2]
826,4,[5]
826,5,"[3, 4]"
826,6,"[11, 20]"
827,0,"[4, 3, 5, 6, 7, 10, 11]"
827,1,"[1, 5, 3]"
827,2,"[8, 6, 2, 11]"
827,3,[4]
827,4,[2]
827,5,"[5, 2]"
827,6,"[10, 9]"
828,0,"[1, 3, 5, 6, 8, 9, 11]"
828,1,"[3, 6, 1]"
828,2,"[8, 6, 5, 10]"
828,3,[2]
828,4,[7]
828,5,"[1, 2]"
828,6,"[8, 9]"
829,0,"[3, 4, 6, 5, 7, 9, 12]"
829,1,"[6, 3, 4]"
829,2,"[6, 4, 2, 9]"
829,3,[4]
829,4,[2]
829,5,"[1, 2]"
829,6,"[21, 10]"
830,0,"[4, 2, 6, 5, 8, 9, 12]"
830,1,"[6, 5, 1]"
830,2,"[8, 6, 2, 13]"
830,3,[2]
830,4,[2]
830,5,"[1, 3]"
830,6,"[10, 11]"
831,0,"[2, 3, 6, 5, 8, 10, 12]"
831,1,"[3, 5, 4]"
831,2,"[5, 1, 4, 10]"
831,3,[3]
831,4,[3]
831,5,"[5, 4]"
831,6,"[16, 2]"
832,0,"[2, 3, 6, 5, 7, 10, 11]"
832,1,"[4, 2, 6]"
832,2,"[4, 1, 3, 12]"
832,3,[2]
832,4,[6]
832,5,"[2, 1]"
832,6,"[7, 9]"
833,0,"[3, 2, 6, 5, 7, 9, 12]"
833,1,"[2, 5, 4]"
833,2,"[7, 2, 1, 11]"
833,3,[3]
833,4,[6]
833,5,"[4, 5]"
833,6,"[7, 20]"
834,0,"[3, 1, 6, 5, 7, 9, 12]"
834,1,"[1, 2, 5]"
834,2,"[1, 8, 7, 11]"
834,3,[3]
834,4,[4]
834,5,"[1, 2]"
834,6,"[10, 1]"
835,0,"[4, 1, 5, 6, 8, 9, 11]"
835,1,"[1, 5, 4]"
835,2,"[3, 1, 7, 12]"
835,3,[4]
835,4,[2]
835,5,"[1, 3]"
835,6,"[11, 4]"
836,0,"[3, 2, 5, 6, 7, 9, 12]"
836,1,"[2, 4, 6]"
836,2,"[4, 7, 3, 12]"
836,3,[2]
836,4,[6]
836,5,"[3, 2]"
836,6,"[20, 7]"
837,0,"[2, 4, 6, 5, 7, 9, 12]"
837,1,"[3, 2, 1]"
837,2,"[4, 6, 2, 10]"
837,3,[1]
837,4,[7]
837,5,"[1, 2]"
837,6,"[15, 1]"
838,0,"[4, 3, 5, 6, 8, 9, 12]"
838,1,"[5, 4, 6]"
838,2,"[4, 5, 3, 9]"
838,3,[3]
838,4,[1]
838,5,"[4, 3]"
838,6,"[11, 5]"
839,0,"[3, 1, 6, 5, 8, 10, 12]"
839,1,"[1, 6, 2]"
839,2,"[3, 1, 8, 10]"
839,3,[2]
839,4,[7]
839,5,"[2, 4]"
839,6,"[5, 8]"
840,0,"[4, 3, 6, 5, 8, 9, 12]"
840,1,"[3, 1, 2]"
840,2,"[7, 1, 8, 12]"
840,3,[3]
840,4,[6]
840,5,"[5, 4]"
840,6,"[4, 6]"
841,0,"[1, 2, 6, 5, 8, 10, 11]"
841,1,"[2, 4, 5]"
841,2,"[7, 3, 2, 12]"
841,3,[2]
841,4,[3]
841,5,"[3, 1]"
841,6,"[5, 16]"
842,0,"[1, 4, 5, 6, 8, 9, 11]"
842,1,"[4, 5, 1]"
842,2,"[7, 8, 4, 13]"
842,3,[1]
842,4,[3]
842,5,"[2, 1]"
842,6,"[9, 16]"
843,0,"[2, 1, 5, 6, 8, 10, 12]"
843,1,"[3, 1, 5]"
843,2,"[7, 2, 6, 13]"
843,3,[2]
843,4,[6]
843,5,"[3, 2]"
843,6,"[8, 5]"
844,0,"[2, 3, 6, 5, 7, 9, 12]"
844,1,"[2, 3, 5]"
844,2,"[6, 4, 7, 9]"
844,3,[3]
844,4,[7]
844,5,"[1, 2]"
844,6,"[9, 21]"
845,0,"[1, 3, 6, 5, 8, 9, 12]"
845,1,"[5, 6, 3]"
845,2,"[5, 1, 3, 9]"
845,3,[3]
845,4,[6]
845,5,"[3, 1]"
845,6,"[5, 10]"
846,0,"[2, 3, 6, 5, 8, 10, 12]"
846,1,"[2, 4, 5]"
846,2,"[5, 4, 7, 10]"
846,3,[2]
846,4,[1]
846,5,"[3, 1]"
846,6,"[20, 11]"
847,0,"[1, 3, 6, 5, 8, 9, 11]"
847,1,"[2, 3, 4]"
847,2,"[7, 8, 5, 10]"
847,3,[1]
847,4,[7]
847,5,"[5, 3]"
847,6,"[20, 8]"
848,0,"[2, 4, 6, 5, 7, 10, 11]"
848,1,"[2, 6, 3]"
848,2,"[3, 7, 5, 12]"
848,3,[4]
848,4,[6]
848,5,"[3, 2]"
848,6,"[20, 9]"
849,0,"[3, 1, 5, 6, 7, 10, 12]"
849,1,"[2, 5, 4]"
849,2,"[3, 7, 6, 12]"
849,3,[3]
849,4,[7]
849,5,"[5, 2]"
849,6,"[7, 2]"
850,0,"[1, 3, 6, 5, 7, 10, 12]"
850,1,"[6, 2, 4]"
850,2,"[2, 6, 7, 12]"
850,3,[4]
850,4,[1]
850,5,"[4, 1]"
850,6,"[15, 1]"
851,0,"[1, 3, 5, 6, 8, 10, 11]"
851,1,"[2, 6, 4]"
851,2,"[4, 2, 3, 9]"
851,3,[1]
851,4,[3]
851,5,"[4, 3]"
851,6,"[15, 16]"
852,0,"[2, 1, 5, 6, 8, 9, 11]"
852,1,"[2, 1, 4]"
852,2,"[7, 8, 5, 13]"
852,3,[1]
852,4,[3]
852,5,"[5, 1]"
852,6,"[11, 5]"
853,0,"[3, 2, 6, 5, 7, 9, 12]"
853,1,"[5, 4, 2]"
853,2,"[1, 8, 7, 11]"
853,3,[1]
853,4,[5]
853,5,"[5, 1]"
853,6,"[8, 1]"
854,0,"[4, 1, 6, 5, 8, 10, 11]"
854,1,"[6, 2, 4]"
854,2,"[5, 2, 8, 13]"
854,3,[4]
854,4,[1]
854,5,"[2, 3]"
854,6,"[8, 15]"
855,0,"[4, 2, 6, 5, 7, 9, 12]"
855,1,"[1, 5, 6]"
855,2,"[1, 8, 5, 9]"
855,3,[3]
855,4,[3]
855,5,"[1, 4]"
855,6,"[1, 5]"
856,0,"[4, 1, 6, 5, 8, 9, 11]"
856,1,"[5, 6, 1]"
856,2,"[4, 1, 2, 13]"
856,3,[4]
856,4,[6]
856,5,"[5, 4]"
856,6,"[15, 11]"
857,0,"[1, 4, 6, 5, 8, 9, 11]"
857,1,"[3, 6, 1]"
857,2,"[4, 1, 7, 13]"
857,3,[2]
857,4,[4]
857,5,"[4, 3]"
857,6,"[15, 2]"
858,0,"[2, 3, 6, 5, 8, 10, 12]"
858,1,"[5, 2, 3]"
858,2,"[2, 1, 4, 13]"
858,3,[1]
858,4,[7]
858,5,"[3, 4]"
858,6,"[4, 21]"
859,0,"[3, 2, 5, 6, 7, 9, 12]"
859,1,"[5, 2, 6]"
859,2,"[4, 7, 3, 13]"
859,3,[4]
859,4,[5]
859,5,"[4, 5]"
859,6,"[21, 2]"
860,0,"[2, 1, 6, 5, 7, 10, 11]"
860,1,"[3, 2, 4]"
860,2,"[8, 5, 1, 10]"
860,3,[2]
860,4,[7]
860,5,"[2, 3]"
860,6,"[10, 11]"
861,0,"[3, 1, 5, 6, 7, 9, 12]"
861,1,"[5, 3, 1]"
861,2,"[4, 1, 6, 13]"
861,3,[3]
861,4,[2]
861,5,"[2, 1]"
861,6,"[20, 8]"
862,0,"[3, 4, 5, 6, 7, 10, 11]"
862,1,"[5, 4, 1]"
862,2,"[5, 1, 4, 12]"
862,3,[1]
862,4,[2]
862,5,"[3, 2]"
862,6,"[2, 6]"
863,0,"[2, 3, 6, 5, 7, 10, 12]"
863,1,"[5, 6, 3]"
863,2,"[5, 6, 8, 11]"
863,3,[2]
863,4,[4]
863,5,"[3, 2]"
863,6,"[15, 5]"
864,0,"[3, 4, 5, 6, 7, 9, 11]"
864,1,"[3, 6, 5]"
864,2,"[7, 1, 5, 11]"
864,3,[1]
864,4,[4]
864,5,"[2, 5]"
864,6,"[16, 11]"
865,0,"[2, 1, 5, 6, 8, 10, 12]"
865,1,"[6, 5, 1]"
865,2,"[7, 2, 5, 10]"
865,3,[1]
865,4,[3]
865,5,"[2, 1]"
865,6,"[2, 7]"
866,0,"[1, 3, 6, 5, 8, 9, 12]"
866,1,"[4, 5, 3]"
866,2,"[6, 4, 2, 12]"
866,3,[3]
866,4,[7]
866,5,"[1, 2]"
866,6,"[8, 7]"
867,0,"[2, 4, 6, 5, 7, 9, 12]"
867,1,"[5, 4, 3]"
867,2,"[5, 4, 7, 10]"
867,3,[1]
867,4,[2]
867,5,"[2, 5]"
867,6,"[2, 8]"
868,0,"[1, 2, 6, 5, 8, 10, 12]"
868,1,"[4, 2, 6]"
868,2,"[8, 5, 3, 11]"
868,3,[2]
868,4,[7]
868,5,"[3, 2]"
868,6,"[15, 1]"
869,0,"[3, 4, 5, 6, 7, 9, 12]"
869,1,"[6, 4, 1]"
869,2,"[2, 5, 4, 11]"
869,3,[4]
869,4,[3]
869,5,"[3, 4]"
869,6,"[5, 15]"
870,0,"[3, 2, 5, 6, 7, 9, 11]"
870,1,"[6, 5, 1]"
870,2,"[6, 4, 8, 9]"
870,3,[4]
870,4,[5]
870,5,"[2, 1]"
870,6,"[20, 10]"
871,0,"[3, 1, 6, 5, 8, 10, 11]"
871,1,"[2, 5, 4]"
871,2,"[3, 4, 1, 9]"
871,3,[4]
871,4,[3]
871,5,"[4, 2]"
871,6,"[21, 10]"
872,0,"[2, 1, 5, 6, 7, 9, 11]"
872,1,"[4, 5, 6]"
872,2,"[7, 3, 1, 10]"
872,3,[1]
872,4,[1]
872,5,"[5, 2]"
872,6,"[16, 11]"
873,0,"[1, 3, 6, 5, 7, 10, 11]"
873,1,"[1, 4, 5]"
873,2,"[7, 2, 8, 10]"
873,3,[3]
873,4,[1]
873,5,"[2, 1]"
873,6,"[7, 20]"
874,0,"[4, 1, 6, 5, 7, 9, 11]"
874,1,"[4, 5, 6]"
874,2,"[4, 1, 3, 11]"
874,3,[1]
874,4,[4]
874,5,"[3, 4]"
874,6,"[6, 16]"
875,0,"[1, 3, 6, 5, 7, 10, 11]"
875,1,"[4, 1, 6]"
875,2,"[8, 4, 3, 11]"
875,3,[3]
875,4,[2]
875,5,"[5, 2]"
875,6,"[15, 10]"
876,0,"[3, 1, 5, 6, 8, 9, 12]"
876,1,"[3, 6, 2]"
876,2,"[4, 8, 3, 13]"
876,3,[3]
876,4,[6]
876,5,"[4, 2]"
876,6,"[11, 16]"
877,0,"[4, 2, 5, 6, 7, 10, 11]"
877,1,"[4, 1, 6]"
877,2,"[5, 2, 6, 10]"
877,3,[4]
877,4,[7]
877,5,"[2, 4]"
877,6,"[16, 2]"
878,0,"[2, 3, 6, 5, 8, 9, 11]"
878,1,"[1, 5, 6]"
878,2,"[5, 3, 1, 12]"
878,3,[3]
878,4,[7]
878,5,"[3, 4]"
878,6,"[5, 15]"
879,0,"[4, 3, 5, 6, 8, 10, 12]"
879,1,"[2, 5, 1]"
879,2,"[2, 5, 4, 11]"
879,3,[3]
879,4,[1]
879,5,"[1, 3]"
879,6,"[11, 15]"
880,0,"[2, 4, 5, 6, 7, 9, 11]"
880,1,"[5, 6, 1]"
880,2,"[6, 8, 3, 12]"
880,3,[1]
880,4,[4]
880,5,"[3, 1]"
880,6,"[20, 2]"
881,0,"[3, 4, 5, 6, 7, 10, 11]"
881,1,"[6, 2, 3]"
881,2,"[2, 4, 1, 10]"
881,3,[4]
881,4,[2]
881,5,"[3, 2]"
881,6,"[5, 8]"
882,0,"[4, 1, 6, 5, 8, 10, 11]"
882,1,"[2, 6, 1]"
882,2,"[5, 2, 7, 10]"
882,3,[1]
882,4,[6]
882,5,"[3, 1]"
882,6,"[11, 16]"
883,0,"[4, 2, 5, 6, 7, 9, 12]"
883,1,"[5, 6, 2]"
883,2,"[8, 4, 6, 10]"
883,3,[2]
883,4,[1]
883,5,"[4, 1]"
883,6,"[8, 7]"
884,0,"[1, 2, 6, 5, 8, 9, 11]"
884,1,"[5, 4, 1]"
884,2,"[2, 8, 5, 13]"
884,3,[2]
884,4,[4]
884,5,"[5, 1]"
884,6,"[8, 10]"
885,0,"[2, 1, 5, 6, 8, 10, 11]"
885,1,"[5, 2, 4]"
885,2,"[6, 8, 7, 11]"
885,3,[2]
885,4,[2]
885,5,"[4, 2]"
885,6,"[21, 9]"
886,0,"[3, 2, 6, 5, 7, 9, 12]"
886,1,"[3, 2, 6]"
886,2,"[3, 2, 8, 11]"
886,3,[1]
886,4,[5]
886,5,"[5, 3]"
886,6,"[18, 5]"
887,0,"[3, 4, 6, 5, 8, 10, 11]"
887,1,"[6, 2, 5]"
887,2,"[4, 7, 1, 11]"
887,3,[2]
887,4,[6]
887,5,"[4, 2]"
887,6,"[7, 4]"
888,0,"[2, 3, 5, 6, 7, 10, 12]"
888,1,"[2, 6, 3]"
888,2,"[3, 4, 8, 12]"
888,3,[3]
888,4,[3]
888,5,"[2, 4]"
888,6,"[1, 21]"
889,0,"[4, 2, 6, 5, 7, 10, 12]"
889,1,"[4, 2, 1]"
889,2,"[8, 5, 1, 10]"
889,3,[2]
889,4,[1]
889,5,"[3, 4]"
889,6,"[5, 8]"
890,0,"[1, 4, 5, 6, 8, 9, 11]"
890,1,"[3, 5, 4]"
890,2,"[1, 7, 6, 11]"
890,3,[4]
890,4,[3]
890,5,"[1, 5]"
890,6,"[1, 21]"
891,0,"[2, 4, 6, 5, 8, 10, 11]"
891,1,"[1, 4, 3]"
891,2,"[2, 4, 1, 9]"
891,3,[4]
891,4,[1]
891,5,"[4, 2]"
891,6,"[20, 10]"
892,0,"[4, 3, 5, 6, 7, 10, 12]"
892,1,"[3, 2, 4]"
892,2,"[3, 7, 2, 9]"
892,3,[1]
892,4,[7]
892,5,"[4, 2]"
892,6,"[7, 15]"
893,0,"[3, 2, 5, 6, 7, 9, 12]"
893,1,"[5, 6, 2]"
893,2,"[8, 7, 6, 12]"
893,3,[4]
893,4,[4]
893,5,"[5, 1]"
893,6,"[16, 11]"
894,0,"[1, 2, 5, 6, 8, 10, 12]"
894,1,"[3, 1, 6]"
894,2,"[4, 3, 7, 13]"
894,3,[3]
894,4,[4]
894,5,"[5, 4]"
894,6,"[9, 11]"
895,0,"[3, 2, 6, 5, 7, 9, 11]"
895,1,"[1, 5, 6]"
895,2,"[1, 3, 2, 13]"
895,3,[2]
895,4,[4]
895,5,"[2, 3]"
895,6,"[8, 1]"
896,0,"[2, 3, 5, 6, 8, 10, 11]"
896,1,"[4, 2, 1]"
896,2,"[6, 5, 1, 11]"
896,3,[2]
896,4,[1]
896,5,"[1, 2]"
896,6,"[1, 7]"
897,0,"[2, 3, 5, 6, 8, 9, 12]"
897,1,"[2, 3, 5]"
897,2,"[1, 7, 4, 13]"
897,3,[2]
897,4,[3]
897,5,"[5, 4]"
897,6,"[10, 5]"
898,0,"[4, 3, 5, 6, 8, 10, 12]"
898,1,"[1, 2, 3]"
898,2,"[3, 4, 8, 10]"
898,3,[4]
898,4,[4]
898,5,"[4, 1]"
898,6,"[9, 5]"
899,0,"[3, 4, 5, 6, 7, 9, 12]"
899,1,"[2, 5, 1]"
899,2,"[8, 7, 3, 13]"
899,3,[4]
899,4,[7]
899,5,"[1, 4]"
899,6,"[1, 9]"
900,0,"[1, 2, 6, 5, 7, 10, 11]"
900,1,"[1, 2, 6]"
900,2,"[6, 5, 8, 12]"
900,3,[3]
900,4,[7]
900,5,"[2, 5]"
900,6,"[21, 8]"
901,0,"[1, 3, 6, 5, 8, 10, 12]"
901,1,"[1, 3, 6]"
901,2,"[6, 2, 3, 13]"
901,3,[4]
901,4,[6]
901,5,"[1, 3]"
901,6,"[1, 21]"
902,0,"[3, 4, 6, 5, 7, 10, 12]"
902,1,"[4, 3, 5]"
902,2,"[8, 7, 6, 9]"
902,3,[4]
902,4,[7]
902,5,"[2, 1]"
902,6,"[10, 11]"
903,0,"[2, 1, 6, 5, 8, 10, 11]"
903,1,"[5, 6, 3]"
903,2,"[3, 1, 4, 10]"
903,3,[2]
903,4,[1]
903,5,"[1, 5]"
903,6,"[1, 8]"
904,0,"[1, 3, 5, 6, 7, 10, 11]"
904,1,"[4, 6, 5]"
904,2,"[3, 6, 5, 10]"
904,3,[3]
904,4,[4]
904,5,"[3, 4]"
904,6,"[2, 8]"
905,0,"[3, 2, 5, 6, 7, 10, 12]"
905,1,"[2, 1, 6]"
905,2,"[2, 3, 8, 10]"
905,3,[4]
905,4,[3]
905,5,"[3, 1]"
905,6,"[8, 7]"
906,0,"[4, 1, 6, 5, 8, 10, 11]"
906,1,"[4, 5, 6]"
906,2,"[6, 5, 8, 9]"
906,3,[2]
906,4,[1]
906,5,"[3, 1]"
906,6,"[13, 5]"
907,0,"[3, 2, 5, 6, 8, 10, 11]"
907,1,"[4, 6, 2]"
907,2,"[4, 1, 7, 11]"
907,3,[3]
907,4,[1]
907,5,"[1, 4]"
907,6,"[4, 20]"
908,0,"[1, 2, 6, 5, 8, 9, 11]"
908,1,"[5, 1, 3]"
908,2,"[2, 8, 7, 10]"
908,3,[4]
908,4,[4]
908,5,"[1, 4]"
908,6,"[5, 8]"
909,0,"[2, 3, 6, 5, 7, 9, 11]"
909,1,"[2, 3, 4]"
909,2,"[6, 8, 7, 9]"
909,3,[4]
909,4,[7]
909,5,"[2, 1]"
909,6,"[11, 10]"
910,0,"[1, 3, 5, 6, 8, 9, 11]"
910,1,"[3, 2, 5]"
910,2,"[6, 3, 8, 12]"
910,3,[3]
910,4,[6]
910,5,"[4, 1]"
910,6,"[16, 10]"
911,0,"[3, 1, 6, 5, 8, 9, 12]"
911,1,"[3, 4, 5]"
911,2,"[5, 1, 2, 10]"
911,3,[4]
911,4,[2]
911,5,"[4, 3]"
911,6,"[9, 4]"
912,0,"[1, 2, 5, 6, 7, 10, 11]"
912,1,"[4, 5, 3]"
912,2,"[4, 1, 7, 12]"
912,3,[1]
912,4,[1]
912,5,"[4, 2]"
912,6,"[16, 15]"
913,0,"[4, 3, 6, 5, 7, 10, 12]"
913,1,"[5, 4, 2]"
913,2,"[1, 2, 7, 9]"
913,3,[1]
913,4,[1]
913,5,"[5, 4]"
913,6,"[15, 16]"
914,0,"[3, 2, 5, 6, 7, 10, 11]"
914,1,"[4, 2, 5]"
914,2,"[6, 4, 5, 9]"
914,3,[1]
914,4,[6]
914,5,"[2, 4]"
914,6,"[11, 2]"
915,0,"[3, 1, 6, 5, 8, 10, 12]"
915,1,"[6, 5, 1]"
915,2,"[1, 6, 2, 13]"
915,3,[1]
915,4,[4]
915,5,"[5, 2]"
915,6,"[9, 5]"
916,0,"[2, 1, 6, 5, 7, 10, 12]"
916,1,"[3, 5, 2]"
916,2,"[8, 1, 7, 9]"
916,3,[2]
916,4,[7]
916,5,"[5, 4]"
916,6,"[10, 5]"
917,0,"[3, 2, 5, 6, 7, 10, 12]"
917,1,"[6, 3, 1]"
917,2,"[1, 7, 3, 11]"
917,3,[3]
917,4,[7]
917,5,"[2, 1]"
917,6,"[2, 6]"
918,0,"[3, 4, 6, 5, 7, 9, 11]"
918,1,"[3, 5, 4]"
918,2,"[4, 5, 1, 10]"
918,3,[3]
918,4,[3]
918,5,"[3, 2]"
918,6,"[1, 2]"
919,0,"[2, 3, 6, 5, 8, 9, 12]"
919,1,"[6, 4, 1]"
919,2,"[4, 2, 7, 9]"
919,3,[1]
919,4,[7]
919,5,"[2, 1]"
919,6,"[10, 2]"
920,0,"[3, 1, 6, 5, 8, 9, 12]"
920,1,"[5, 4, 6]"
920,2,"[1, 8, 7, 10]"
920,3,[2]
920,4,[4]
920,5,"[2, 4]"
920,6,"[2, 8]"
921,0,"[1, 4, 6, 5, 7, 9, 11]"
921,1,"[1, 5, 3]"
921,2,"[5, 1, 8, 13]"
921,3,[1]
921,4,[1]
921,5,"[1, 2]"
921,6,"[9, 15]"
922,0,"[4, 1, 5, 6, 7, 10, 11]"
922,1,"[5, 1, 4]"
922,2,"[2, 5, 1, 12]"
922,3,[3]
922,4,[7]
922,5,"[1, 4]"
922,6,"[20, 5]"
923,0,"[1, 2, 6, 5, 7, 9, 11]"
923,1,"[6, 1, 5]"
923,2,"[3, 8, 6, 9]"
923,3,[4]
923,4,[2]
923,5,"[3, 1]"
923,6,"[11, 7]"
924,0,"[3, 2, 5, 6, 7, 10, 11]"
924,1,"[6, 2, 4]"
924,2,"[7, 2, 3, 12]"
924,3,[4]
924,4,[7]
924,5,"[3, 1]"
924,6,"[10, 15]"
925,0,"[2, 4, 6, 5, 7, 9, 11]"
925,1,"[5, 1, 3]"
925,2,"[5, 3, 8, 9]"
925,3,[2]
925,4,[7]
925,5,"[2, 5]"
925,6,"[21, 8]"
926,0,"[4, 2, 6, 5, 7, 9, 11]"
926,1,"[5, 2, 6]"
926,2,"[2, 8, 5, 13]"
926,3,[4]
926,4,[7]
926,5,"[1, 4]"
926,6,"[9, 7]"
927,0,"[3, 4, 5, 6, 7, 10, 12]"
927,1,"[2, 6, 1]"
927,2,"[2, 3, 4, 9]"
927,3,[1]
927,4,[5]
927,5,"[5, 3]"
927,6,"[9, 7]"
928,0,"[2, 3, 6, 5, 7, 10, 11]"
928,1,"[3, 1, 5]"
928,2,"[6, 2, 3, 11]"
928,3,[2]
928,4,[6]
928,5,"[2, 4]"
928,6,"[9, 7]"
929,0,"[3, 4, 5, 6, 7, 9, 11]"
929,1,"[2, 3, 4]"
929,2,"[8, 5, 7, 12]"
929,3,[1]
929,4,[3]
929,5,"[2, 4]"
929,6,"[5, 7]"
930,0,"[3, 4, 6, 5, 8, 9, 12]"
930,1,"[4, 5, 2]"
930,2,"[4, 5, 1, 9]"
930,3,[1]
930,4,[5]
930,5,"[3, 1]"
930,6,"[21, 8]"
